0.106203,0.000969,0.000723,0.000216,0.002827,0.001554,0.000225,0.000283,0.000245,0.000274,0.000729,0.000440,0.000709,0.002969,0.001893,0.006501
0.000526,0.702369,0.008889,0.000141,0.008284,0.007425,0.000175,0.000156,0.000187,0.000200,0.000339,0.000251,0.000405,0.002316,0.012083,0.019128
0.000562,0.006254,0.970101,0.000150,0.007318,0.013331,0.000188,0.000161,0.000200,0.000215,0.000375,0.000273,0.000496,0.001207,0.018801,0.047198
0.000703,0.000262,0.000581,0.227509,0.001353,0.000510,0.036662,0.024015,0.000199,0.000289,0.066227,0.000732,0.075743,0.003022,0.001231,0.002036
0.000665,0.001717,0.002138,0.000139,0.471718,0.005648,0.000177,0.000165,0.000184,0.000198,0.000369,0.000237,0.000435,0.002837,0.002974,0.003342
0.000786,0.087260,0.003363,0.024750,0.007222,0.753545,0.030964,0.029881,0.031314,0.033323,0.000449,0.040830,0.000487,0.069175,0.004928,0.012086
0.003580,0.038931,0.000358,0.171628,0.132419,0.000443,0.276995,0.133865,0.177115,0.235715,0.000936,0.000557,0.000562,0.003547,0.000654,0.001901
0.109013,0.068275,0.000452,0.018298,0.354054,0.130943,0.021405,0.338720,0.025526,0.025370,0.049521,0.034800,0.064638,0.355495,0.000871,0.002001
0.001225,0.039964,0.000406,0.079065,0.000781,0.066268,0.108419,0.105624,0.316112,0.086418,0.000422,0.000339,0.000543,0.280859,0.000698,0.002072
0.006054,0.042211,0.000384,0.445789,0.000782,0.000430,0.519776,0.337267,0.445300,0.612353,0.004241,0.002152,0.000872,0.003875,0.000707,0.001854
0.762881,0.000300,0.000534,0.028394,0.001689,0.001070,0.000279,0.028225,0.000256,0.000328,0.866165,0.110702,0.198936,0.002222,0.001176,0.002677
0.003090,0.000279,0.000411,0.003288,0.001173,0.000464,0.003957,0.000411,0.002508,0.004467,0.008498,0.807586,0.003671,0.003021,0.000740,0.002102
0.000707,0.000574,0.000999,0.000162,0.001138,0.001078,0.000181,0.000305,0.000229,0.000208,0.000336,0.000274,0.650095,0.000726,0.001033,0.002503
0.001448,0.001096,0.001720,0.000140,0.004287,0.001439,0.000164,0.000149,0.000175,0.000186,0.000380,0.000246,0.000493,0.266651,0.000964,0.004381
0.000884,0.006167,0.005479,0.000151,0.003147,0.009073,0.000194,0.000353,0.000200,0.000220,0.000499,0.000282,0.000775,0.000572,0.946083,0.016442
0.001674,0.003372,0.003459,0.000179,0.001811,0.006781,0.000239,0.000419,0.000249,0.000237,0.000513,0.000299,0.001141,0.001506,0.005163,0.873774
