user_id,item_id,score
1,12233,1
1,12245,0
1,12241,0
1,12249,0
1,3164,1
1,3155,1
1,11653,0
1,11813,1
1,11784,1
1,11337,0
2,539,1
2,537,1
2,2747,0
2,11163,1
2,11142,1
2,11164,1
2,10955,1
2,10896,1
2,10999,1
3,1608,0
3,1613,0
3,1603,1
3,1602,1
3,1471,1
3,1475,1
3,3273,1
3,617,1
3,606,1
3,1696,1
3,1521,1
3,10796,1
3,10556,1
3,10880,1
3,5043,1
3,1234,1
3,4448,0
3,4450,1
3,1923,1
3,5573,0
3,5563,1
3,233,1
3,5275,1
3,2825,1
3,2833,1
3,2840,1
3,1430,1
3,1439,1
3,3864,1
3,4719,1
3,4261,1
3,13357,1
3,13428,0
3,13252,1
3,5507,1
3,5614,0
3,5665,0
3,5620,1
3,4895,1
3,4922,1
3,4914,1
3,5774,0
3,5780,1
3,2785,0
3,2740,1
3,7107,0
3,10547,1
3,10514,1
3,1619,1
3,609,1
3,629,1
3,623,1
3,7049,1
3,7188,1
3,7747,0
3,7698,0
3,7764,1
3,3555,1
3,9048,0
3,9126,1
3,7503,0
3,7486,1
3,7266,1
3,9857,0
3,9839,1
3,9889,1
3,8612,0
3,8540,1
3,8594,1
3,1780,1
3,1797,1
3,1824,1
3,1172,1
3,8914,0
3,8936,1
3,8826,1
3,8958,0
3,8867,1
3,8947,1
3,8933,1
3,8841,1
3,11123,1
3,7876,0
3,7833,1
3,7844,1
3,7827,1
3,7808,1
3,4063,1
3,13482,1
3,13485,1
3,6445,1
3,6542,0
3,6470,0
3,6393,1
3,6531,1
3,4466,0
3,968,1
3,4487,1
3,823,0
3,826,0
3,844,1
3,834,1
3,880,0
3,881,1
3,882,1
3,6901,1
3,6885,1
3,6892,1
3,4727,1
3,3212,0
3,9753,1
3,7438,1
3,7445,1
3,7457,1
3,6589,0
3,8057,0
3,8062,0
3,8038,1
3,12993,1
3,8069,1
3,11666,1
3,11645,0
3,2777,0
3,2820,1
3,2819,1
3,2720,1
3,13424,0
3,13256,1
3,13233,0
3,14018,1
3,13973,0
3,13983,1
3,11219,0
4,13890,1
4,13892,1
4,13898,1
4,13945,1
4,13946,1
4,13947,1
4,13963,1
4,13973,1
4,13918,0
4,13921,1
4,13915,1
4,13873,1
5,1604,0
5,1621,0
5,1607,1
5,1600,1
5,1616,1
5,6193,1
5,1492,1
5,4859,1
5,10943,1
5,5055,0
5,5061,1
5,5045,1
5,10579,1
5,6269,1
5,10988,1
5,5024,1
5,11559,1
5,5638,1
5,5719,1
5,4460,0
5,4461,1
5,4462,1
5,982,1
5,4448,1
5,7081,1
5,1429,1
5,1603,1
5,8108,1
5,626,1
5,610,1
5,618,1
5,7538,1
5,7029,0
5,7153,1
5,7189,1
5,7753,1
5,1796,1
5,1888,1
5,3233,1
5,14071,0
5,14057,1
5,14086,1
5,8961,0
5,8939,1
5,8991,0
5,8964,1
5,8913,1
5,8863,1
5,8968,1
5,8997,1
5,9002,1
5,8869,1
5,11189,1
5,10793,1
5,7844,1
5,7814,1
5,7817,1
5,3835,1
5,4220,1
5,13464,1
5,13476,1
5,13452,1
5,13462,1
5,1369,1
5,4372,1
5,6371,1
5,6532,0
5,6525,0
5,6350,1
5,6473,1
5,6347,1
5,6511,0
5,6500,1
5,6368,1
5,6491,1
5,825,1
5,6906,1
5,6874,0
5,6914,1
5,10331,1
5,4687,1
5,4720,1
5,3193,1
5,3189,1
5,7990,1
5,7472,1
5,7429,1
5,7433,1
5,8771,1
5,8805,1
5,9629,1
5,8196,0
5,8254,1
5,8436,1
5,11743,1
5,12901,0
5,11758,1
5,7013,1
5,6837,1
5,6819,1
5,6856,1
5,6858,0
5,6842,1
5,6831,1
5,6825,1
5,8304,1
5,3670,1
5,1415,1
5,7967,1
5,3265,1
5,614,1
5,604,1
5,601,1
5,621,1
5,7145,1
5,3561,0
5,3555,1
5,3559,1
5,7786,1
5,9896,1
5,8610,1
5,1790,1
5,1820,1
5,14082,0
5,14062,1
5,8846,1
5,8941,1
5,8921,0
5,8990,0
5,8933,1
5,8995,1
5,8937,1
5,11142,1
5,7871,1
5,7830,1
5,1630,1
5,1303,1
5,13483,1
5,6438,0
5,6412,0
5,6416,1
5,6482,1
5,6343,1
5,6481,1
5,6457,1
5,6472,1
5,7274,1
5,6863,1
5,6879,1
5,6866,1
5,6908,1
5,9436,0
5,9429,1
5,11603,0
5,9441,1
5,4725,1
5,7993,1
5,7881,1
5,14604,1
5,7447,1
5,7435,1
5,8812,1
5,8818,1
5,8777,1
5,8773,1
5,8747,1
5,7220,1
5,11750,1
5,10460,1
5,6839,0
5,6816,1
5,6814,1
5,6853,1
5,8712,1
5,5025,1
5,6609,1
5,6636,0
5,6617,1
5,6610,1
5,6628,1
5,5495,1
5,6656,0
5,6661,1
5,6666,1
5,6652,0
5,5511,1
5,6691,1
5,6705,1
5,6932,1
5,6739,0
5,6736,0
5,6727,1
5,6782,0
5,8066,1
5,5446,1
5,11919,0
5,11872,1
5,11889,1
5,1067,1
5,12274,1
5,12255,1
5,164,1
5,12560,1
5,12575,1
5,5425,1
