user_id,item_id,score
1,8258,0
1,22457,1
1,16779,1
1,10992,1
1,43079,1
1,11016,0
1,16606,1
1,11197,1
1,22166,1
1,43124,1
1,16374,1
1,10912,1
1,22607,0
1,43384,1
1,16631,1
1,11233,1
1,10809,0
1,16738,1
1,16259,1
1,10945,1
1,10865,1
1,16434,1
1,22557,1
1,87409,1
1,87470,1
1,87425,0
1,86583,1
1,89531,0
1,76552,0
1,87703,1
1,87769,1
1,86680,0
1,76362,0
1,8260,0
1,89530,0
1,76026,0
1,89529,0
1,86915,0
1,88757,1
1,88797,1
1,8487,0
1,89477,1
1,89487,1
1,86528,0
1,76364,1
1,8677,1
1,86671,0
1,86733,0
1,86852,1
1,86809,1
1,86787,1
1,8808,1
1,8340,1
1,8478,1
1,76536,0
1,8805,1
1,8360,1
1,76061,1
1,8391,0
1,9532,1
1,9843,1
1,9982,1
1,9181,1
1,10527,1
1,10537,1
1,9594,1
1,9675,1
1,8970,1
1,11882,0
1,11756,0
1,12267,0
1,11511,0
1,12287,0
1,12186,0
1,12373,0
1,11910,0
1,12516,0
1,11472,0
1,12440,1
1,11812,0
1,11847,0
1,11536,0
1,11980,0
1,11867,0
1,12511,0
1,11794,0
1,12892,0
1,12135,0
1,2396,0
1,2397,1
1,96014,0
1,96015,1
1,2772,1
1,2819,0
1,2770,1
1,89619,1
1,89620,1
1,96287,1
1,96286,1
1,96180,1
1,96179,1
1,2249,1
1,2248,1
1,2901,1
1,2921,0
1,2899,1
1,2900,1
1,2898,1
1,96165,1
1,96164,1
1,3364,0
1,3379,1
1,3365,1
1,3380,1
1,4562,1
1,4575,1
1,4563,1
1,4576,1
1,96463,1
1,96501,1
1,96464,1
1,96502,1
1,91983,1
1,91978,1
1,91982,1
1,91979,1
1,11310,1
1,11308,0
1,17421,0
1,18737,1
1,15866,1
1,17129,1
1,15610,1
1,18101,1
1,14829,1
1,16881,1
1,18483,1
1,15917,1
1,18066,1
1,17579,1
1,15122,0
1,16227,0
1,14892,0
1,15421,0
1,15360,1
1,15057,1
1,14843,0
1,18017,1
1,17358,1
1,17360,0
1,18094,0
1,17476,1
1,21668,0
1,21669,1
1,19706,1
1,19799,0
1,19537,0
1,19039,0
1,22078,0
1,19543,0
1,22080,0
1,18941,1
1,20797,0
1,21058,1
1,20216,1
1,20227,1
1,19269,1
1,19108,1
1,20484,1
1,21828,1
1,21829,0
1,22149,1
1,19148,1
1,19354,1
1,22079,0
1,22077,0
1,18909,0
1,19453,1
1,22101,1
1,25922,0
1,25904,0
1,23920,0
1,23890,0
1,27151,0
1,29198,0
1,23538,0
1,23510,0
1,28904,0
1,26974,0
1,28229,0
1,27462,1
1,26540,1
1,27905,0
1,28017,0
1,24727,1
1,23130,0
1,25316,0
1,25003,1
1,24273,0
1,24975,0
1,26442,0
1,23614,0
1,28789,0
1,28738,0
1,23655,0
1,28477,0
1,24603,0
1,24576,1
1,27765,1
1,27732,1
1,27256,0
1,27987,1
1,24230,1
1,24033,0
1,25373,1
1,28454,1
1,28440,1
1,29077,1
1,29046,1
1,24244,1
1,24234,0
1,26025,1
1,27857,0
1,27277,0
1,27740,0
1,28422,1
1,28399,1
1,24009,0
1,24990,0
1,24040,0
1,24289,0
1,23948,0
1,27933,0
1,24285,0
1,27262,0
1,28699,0
1,27249,0
1,25429,0
1,25549,0
1,26739,1
1,27346,1
1,96772,0
1,96640,0
1,96641,0
1,96995,0
1,97017,0
1,96611,0
1,96937,0
1,96582,0
1,96830,0
1,93285,1
1,93281,1
1,93284,1
1,93282,1
1,2477,1
1,2444,1
1,2443,1
1,92345,0
1,92305,0
1,92257,0
2,8258,0
2,22329,1
2,42929,1
2,10980,0
2,16597,1
2,16413,1
2,22620,1
2,11042,1
2,22391,0
2,43026,1
2,10853,0
2,16569,1
2,22531,1
2,43149,1
2,43191,0
2,16327,0
2,10958,1
2,11057,1
2,22357,1
2,88584,0
2,88685,1
2,87068,1
2,87228,1
2,76476,1
2,86791,1
2,87568,1
2,87661,1
2,76160,1
2,88261,1
2,88306,1
2,89005,1
2,89012,1
2,8776,1
2,87069,1
2,87225,1
2,86629,1
2,76512,1
2,8415,1
2,8552,1
2,8664,1
2,8823,1
2,76072,1
2,86689,1
2,88425,1
2,88521,1
2,9165,1
2,9824,1
2,9942,1
2,9392,1
2,10187,1
2,10188,0
2,8937,1
2,9699,1
2,9750,1
2,11639,0
2,12991,1
2,12150,1
2,13031,1
2,11940,1
2,12273,0
2,12368,1
2,11764,1
2,12487,1
2,12748,1
2,11501,1
2,12109,1
2,94041,0
2,94039,1
2,94042,1
2,94040,1
2,3047,0
2,3048,1
2,97354,1
2,97384,1
2,97353,1
2,97383,1
2,2329,1
2,2328,1
2,2727,0
2,2726,1
2,2728,1
2,2725,1
2,96060,0
2,96061,1
2,89589,1
2,89590,1
2,96237,1
2,96236,1
2,11310,0
2,11308,0
2,18189,1
2,18256,1
2,17711,1
2,17857,1
2,15350,1
2,17328,1
2,17849,1
2,17407,1
2,18620,1
2,16196,0
2,15282,1
2,18249,1
2,17355,1
2,17342,1
2,18597,1
2,17481,1
2,18086,1
2,14683,1
2,17881,1
2,17216,1
2,17700,1
2,17979,1
2,21141,1
2,21062,1
2,20344,1
2,20380,0
2,19371,0
2,18918,1
2,19041,1
2,21727,1
2,21729,1
2,20692,1
2,21922,1
2,21927,1
2,19929,1
2,21202,1
2,21203,1
2,21623,1
2,20319,1
2,20973,1
2,20085,1
2,21591,1
2,21592,1
2,20012,1
2,19911,1
2,22054,1
2,22055,1
2,21051,1
2,20195,1
2,21481,1
2,21482,1
2,28559,1
2,27909,0
2,22990,1
2,23161,0
2,27434,1
2,27399,1
2,27232,1
2,26942,1
2,27950,1
2,27417,1
2,28599,1
2,27736,1
2,27275,1
2,26105,1
2,26141,1
2,26629,1
2,27207,1
2,25083,1
2,29273,1
2,27260,1
2,32023,0
2,30018,0
2,31558,0
2,31570,1
2,31588,0
2,32026,0
2,30019,1
2,31895,1
2,31447,1
2,30063,1
2,30370,1
2,32096,0
2,31845,1
2,30407,0
2,30124,0
2,30490,1
2,31463,1
2,31483,1
2,31285,0
2,30520,1
2,30526,0
2,30307,0
2,30308,0
2,30571,0
2,30993,1
2,30595,1
2,30115,1
2,30064,1
2,30906,0
2,31010,1
2,31032,1
2,32597,1
2,32589,1
2,30719,0
2,32706,1
2,30708,1
2,32457,1
2,32350,1
2,32669,1
2,32664,1
2,30717,1
2,32662,1
2,32567,1
2,32564,1
2,30127,1
2,30301,1
2,30666,1
2,30331,1
2,32208,1
2,32196,1
2,35366,0
2,35336,1
2,35809,0
2,35792,1
2,35908,0
2,35936,1
2,35378,0
2,35351,1
2,35380,1
2,35360,1
2,35743,1
2,35771,1
2,35623,1
2,35648,1
2,35376,1
2,35348,1
2,35419,1
2,35738,1
2,35842,1
2,35845,1
2,35482,0
2,35991,1
2,96734,0
2,96733,1
2,96797,1
2,96796,1
2,96897,1
2,96896,1
2,96689,1
2,96690,1
2,97036,1
2,97034,1
2,96597,1
2,93180,0
2,93242,1
2,93179,1
2,93243,1
2,2509,1
2,2456,1
2,92291,1
2,92375,1
2,92292,1
2,92376,1
2,90361,0
2,4723,1
2,4720,1
2,4722,1
2,4721,1
2,92786,1
2,92836,1
2,92785,1
2,92835,1
2,89722,1
2,89769,1
2,89723,1
2,89770,1
2,92532,1
2,92530,1
2,92533,1
2,92531,1
2,91373,1
2,91322,1
2,91355,0
2,91273,1
2,3994,0
2,3937,1
2,90117,1
2,89864,0
2,90111,1
2,90116,1
2,89863,1
2,90110,1
2,90118,1
2,89865,1
2,90112,1
2,3185,1
2,3249,1
2,3184,1
2,3248,1
2,90451,1
2,90447,1
2,90449,1
2,90445,1
2,90450,1
2,90446,1
2,91646,1
2,91697,1
2,91647,1
2,91698,1
2,91578,1
2,91501,1
2,91579,1
2,91503,1
2,91504,0
2,91502,1
2,91496,1
2,91493,1
2,91497,1
2,91495,1
2,3795,1
2,3849,1
2,3796,1
2,3848,1
2,90781,0
2,3650,0
2,3744,1
2,3651,1
2,3743,1
2,92747,1
2,92746,1
2,4104,0
2,4140,1
2,4105,1
2,4141,1
2,93027,1
2,93025,1
2,93028,1
2,93026,1
2,91832,1
2,91830,1
2,91833,1
2,91831,1
2,92993,1
2,92949,1
2,92994,1
2,92950,1
2,4347,0
2,4397,1
2,4348,1
2,4398,1
2,4314,1
2,4280,1
2,4313,1
2,4281,1
2,16856,1
2,37035,1
2,36839,1
2,39345,1
2,39568,1
2,38283,1
2,37600,1
2,38333,1
2,38587,1
2,38598,1
2,38548,1
