user_id,item_id,score
1,684,1
1,573,1
1,37,0
1,45,0
1,683,0
1,74,0
1,170,0
1,662,1
1,204,1
1,603,0
1,1344,1
1,1384,1
1,1350,1
1,1512,1
1,23,1
1,5,1
1,17,1
1,26,1
1,8,1
1,14,1
1,20,1
1,11,1
1,29,1
1,2,0
1,1388,1
1,1500,1
1,1334,1
1,1088,0
1,34,0
1,1836,1
1,1802,1
1,85,1
1,448,1
1,91,1
1,577,0
1,466,0
1,567,0
1,445,0
1,355,0
1,547,0
1,664,0
1,989,1
1,1275,1
1,1230,1
1,1653,1
1,1354,0
1,9,1
1,15,1
1,1462,0
1,1591,0
1,1330,0
1,1367,0
1,1647,0
1,1467,0
1,1648,0
1,1626,0
1,1645,0
1,4,1
1,7,1
1,10,1
1,19,1
1,43,1
1,51,1
1,31,1
1,52,1
1,1724,1
1,1813,0
1,1805,0
1,1822,0
1,1765,0
1,1781,0
1,1818,0
1,1741,0
1,1828,0
1,1807,0
1,1793,0
1,1760,0
1,1770,0
1,1779,0
1,1837,0
1,1747,0
1,1847,0
1,1234,1
1,800,1
1,1163,1
1,1221,1
1,1242,1
1,36,1
1,236,0
1,233,0
1,173,0
1,69,0
1,138,0
1,543,0
1,102,0
1,542,0
1,541,0
1,1820,1
1,1833,1
1,1843,1
1,1792,1
1,1811,1
1,1758,1
1,1803,1
1,1772,1
1,242,0
1,212,0
1,1540,0
1,57,0
1,32,0
1,829,0
1,1015,1
1,311,1
1,757,1
1,266,1
1,1436,1
1,121,1
1,1707,1
1,411,1
1,335,1
1,882,0
1,760,1
1,746,1
1,724,1
1,750,1
1,774,0
1,786,0
1,1048,1
1,593,1
1,399,1
1,35,1
1,49,1
1,38,1
1,54,1
1,28,1
1,59,1
1,47,0
1,44,1
1,56,1
1,1577,1
1,1365,1
1,1408,1
1,1411,1
1,1571,1
1,834,1
1,1503,0
1,1302,0
1,1325,1
1,1545,1
1,1601,0
1,1413,0
1,1389,1
1,78,1
1,469,0
1,48,1
1,46,1
1,41,0
1,1223,0
1,296,0
1,40,0
1,50,1
1,53,0
1,1787,1
1,1739,0
1,1729,0
1,1771,1
1,1755,0
1,60,0
1,342,1
1,190,1
1,390,1
1,223,1
1,409,1
1,395,1
1,689,1
2,392,0
2,573,0
2,101,1
2,140,0
2,456,0
2,1807,0
2,1792,0
2,1832,0
2,1772,0
2,1758,0
2,1811,0
2,1747,0
2,34,1
2,41,0
2,53,1
2,28,1
2,23,1
2,38,1
2,32,1
2,43,1
2,59,1
2,50,1
2,46,0
2,55,0
2,22,0
2,31,0
2,44,0
2,49,0
2,29,0
2,37,0
2,52,0
3,23,1
3,28,1
3,32,0
3,38,0
3,2,0
3,10,1
3,19,1
3,16,0
3,6,1
3,15,1
3,7,1
3,26,1
3,24,1
3,30,1
3,101,1
3,238,1
3,545,1
3,235,1
3,589,1
3,233,1
3,544,1
3,1655,0
3,1723,0
3,1686,0
3,1416,0
3,1691,0
3,1645,0
3,1715,0
3,1699,0
3,1374,0
3,1601,0
4,1772,1
4,854,0
4,1839,1
4,849,1
4,262,1
4,588,1
4,78,1
4,69,1
4,173,1
4,290,1
4,335,1
4,582,0
4,248,1
4,236,1
4,615,1
4,1807,1
4,935,1
4,281,1
4,306,1
4,53,1
4,1298,0
4,1638,1
4,1657,1
4,1472,1
4,1420,1
4,1295,1
4,1688,1
4,1320,1
4,1546,1
4,1544,1
5,69,1
5,1013,0
5,629,1
5,237,1
5,1012,1
5,140,1
5,236,1
5,248,1
5,570,1
5,369,1
5,421,1
5,1807,1
5,1792,1
5,1811,0
5,1818,1
5,1758,1
5,1772,1
5,1747,1
5,1832,1
5,1844,1
5,1657,1
5,1314,1
5,1634,1
5,1603,1
5,1420,1
5,1295,1
5,1455,1
5,1430,1
5,1546,1
5,1552,1
6,1634,1
6,178,1
6,943,1
6,1420,1
6,1603,1
6,140,1
6,138,1
6,335,1
6,1455,1
6,1639,1
6,233,1
6,421,1
6,216,1
6,306,1
6,124,1
6,254,1
6,165,1
6,258,1
6,1792,1
6,1824,1
6,1807,1
6,1811,1
6,1758,1
6,1772,1
6,1747,1
6,1832,1
6,1842,1
6,1320,1
6,582,1
6,1483,1
6,1430,1
6,1670,0
6,1544,1
6,1311,1
6,1491,1
6,1716,1
6,1382,1
6,1720,1
6,1381,1
6,1435,1
6,1507,1
6,1421,1
6,1318,1
6,1615,1
6,1353,0
6,1453,1
6,1327,1
6,1826,1
6,1816,1
6,1845,1
6,1804,1
6,1833,1
6,1786,1
6,1776,1
6,1765,1
6,1740,1
6,1368,1
6,1551,1
6,1305,1
6,1599,1
6,1395,1
6,1440,1
6,1437,0
6,1494,0
6,1398,1
6,1556,1
6,1088,1
6,1072,1
6,1191,1
6,935,1
6,1199,1
6,1213,1
6,1206,1
6,1204,1
6,1281,1
6,1134,1
6,54,1
6,41,1
6,51,1
6,46,1
6,29,1
6,27,1
6,22,1
6,34,1
6,19,1
6,55,1
6,1583,1
6,1476,1
6,1606,1
6,1336,1
6,1504,0
6,1604,1
6,1434,1
6,659,0
6,1528,1
6,471,1
6,1819,1
6,1802,1
6,1782,1
6,1843,1
6,1770,1
6,1808,1
6,1835,1
6,1761,1
6,1738,1
6,31,1
6,44,1
6,49,1
6,52,1
6,37,1
6,60,1
6,36,1
6,57,1
6,48,1
6,42,1
6,1838,1
6,1794,1
6,1788,1
6,1821,1
6,1775,1
6,1809,1
6,1763,1
6,1734,1
6,1828,1
6,1748,1
6,453,1
6,686,1
6,660,1
6,516,1
6,668,0
6,495,1
6,504,1
6,456,1
6,484,1
6,509,1
6,1225,1
6,1258,1
6,1276,1
6,507,0
6,513,1
6,526,1
6,538,1
6,1196,1
6,1210,1
6,1241,1
6,1796,1
6,1791,1
6,1774,1
6,1823,1
6,1813,1
6,1760,1
6,1841,1
6,1837,1
6,1746,1
6,1730,1
6,1183,1
6,1184,1
6,1214,1
6,1161,1
6,1277,1
6,1249,1
6,1242,1
6,1142,1
6,1439,1
6,1464,1
6,527,1
6,529,1
6,493,1
6,1379,1
6,689,1
6,1278,1
6,500,1
6,523,1
6,846,1
6,1087,1
6,1071,1
6,1074,1
6,1075,1
6,1077,1
6,931,1
6,1004,1
6,970,1
6,1085,1
6,734,1
6,783,1
6,770,1
6,748,1
6,738,1
6,781,1
6,714,1
6,716,1
6,731,1
6,528,1
6,664,1
6,1535,1
6,1461,1
6,533,1
6,1260,1
6,460,1
6,665,1
6,510,1
6,1377,1
6,1846,1
6,1789,1
6,1778,1
6,1806,1
6,1812,1
6,1825,1
6,1756,1
6,1751,1
6,1831,0
6,1790,0
6,1768,1
6,1798,1
6,1815,0
6,1822,1
6,1752,1
6,1744,1
6,1830,1
6,1280,1
6,218,1
6,757,1
6,776,1
6,705,1
6,762,1
6,707,1
6,730,1
6,760,1
6,699,1
6,1563,0
6,1354,0
6,1309,1
6,1501,1
6,1334,1
6,1346,1
6,1524,1
6,1579,1
6,1459,1
