cluster,mean score,mean proficiency
2,0.3157894736842105,0.5454545454545454
1,0.8235294117647058,0.5181818181818182
2,0.706766917293233,0.6363636363636364
1,0.8260869565217391,0.5545454545454546
3,0.8485981308411215,0.7818181818181819
1,0.8,0.6090909090909091
1,0.6,0.5727272727272728
0,0.5714285714285714,0.4909090909090909
2,0.5263157894736842,0.5363636363636364
0,0.8695652173913043,0.509090909090909
2,0.7877358490566038,0.6272727272727273
2,0.7444444444444445,0.5
2,0.8260869565217391,0.6363636363636364
2,0.7984496124031008,0.5454545454545454
2,0.7596153846153846,0.5818181818181818
2,0.7660818713450293,0.5909090909090909
2,0.8095238095238095,0.5272727272727272
2,0.6621621621621622,0.5272727272727272
2,0.7209302325581395,0.5818181818181818
2,0.5977653631284916,0.509090909090909
3,0.7216494845360825,0.6454545454545455
3,0.8009950248756219,0.7090909090909091
2,0.8374558303886925,0.6181818181818182
2,0.9183673469387755,0.6727272727272727
3,0.7845601436265709,0.7
3,0.7391304347826086,0.7090909090909091
2,0.855072463768116,0.5636363636363636
3,0.7672552166934189,0.7090909090909091
2,0.75,0.5636363636363636
2,0.6134020618556701,0.5727272727272728
2,0.7363420427553444,0.6090909090909091
2,0.7389705882352942,0.6909090909090909
2,0.6085626911314985,0.5818181818181818
3,0.7340241796200345,0.7
2,0.7241379310344828,0.5727272727272728
2,0.6865671641791045,0.5818181818181818
2,0.6753246753246753,0.5909090909090909
2,0.7377049180327869,0.509090909090909
2,0.7668711656441718,0.6272727272727273
3,0.8115501519756839,0.7
3,0.6833095577746077,0.6818181818181818
2,0.8,0.6636363636363637
2,0.8461538461538461,0.509090909090909
2,0.8823529411764706,0.5909090909090909
1,0.7419354838709677,0.4727272727272727
3,0.7780373831775701,0.6727272727272727
2,0.8076923076923077,0.5636363636363636
2,0.6338028169014085,0.5545454545454546
3,0.5962059620596206,0.6636363636363637
2,0.7,0.5909090909090909
3,0.7301204819277108,0.6727272727272727
0,0.8490566037735849,0.509090909090909
0,0.5555555555555556,0.43636363636363634
0,0.391304347826087,0.41818181818181815
1,0.7083333333333334,0.4818181818181818
2,0.7714285714285715,0.5
2,0.782608695652174,0.6454545454545455
3,0.8846153846153846,0.6909090909090909
1,0.9375,0.5272727272727272
2,0.9705882352941176,0.5636363636363636
0,0.5714285714285714,0.6181818181818182
2,0.8064516129032258,0.5181818181818182
1,0.88,0.43636363636363634
1,0.8636363636363636,0.44545454545454544
2,0.8333333333333334,0.6090909090909091
1,0.6818181818181818,0.5272727272727272
2,0.8536585365853658,0.5272727272727272
0,0.875,0.5181818181818182
0,0.6973684210526315,0.4636363636363636
1,0.7391304347826086,0.5818181818181818
1,0.5294117647058824,0.5454545454545454
1,0.8571428571428571,0.5181818181818182
2,0.7299270072992701,0.5545454545454546
2,0.8554216867469879,0.5363636363636364
2,0.8235294117647058,0.5272727272727272
2,0.8333333333333334,0.6090909090909091
0,0.6666666666666666,0.5363636363636364
3,0.6959761549925484,0.6727272727272727
2,0.7711864406779662,0.6090909090909091
2,0.68,0.5363636363636364
2,0.7947598253275109,0.7090909090909091
0,0.4788732394366197,0.4636363636363636
2,0.7831325301204819,0.6363636363636364
3,0.7468879668049793,0.6727272727272727
0,0.5161290322580645,0.4636363636363636
2,0.6458333333333334,0.6727272727272727
2,0.6997635933806147,0.6090909090909091
3,0.760655737704918,0.6636363636363637
2,0.8457142857142858,0.5636363636363636
1,0.6060606060606061,0.5636363636363636
2,0.7244094488188977,0.6181818181818182
3,0.7226027397260274,0.7
2,0.6476190476190476,0.5363636363636364
3,0.7699115044247787,0.6909090909090909
0,0.6915887850467289,0.4909090909090909
1,0.94,0.6181818181818182
1,0.8125,0.5454545454545454
2,0.9320388349514563,0.6
2,0.6342857142857142,0.5454545454545454
0,0.4591439688715953,0.4636363636363636
3,0.7682403433476395,0.7454545454545455
3,0.7935606060606061,0.7454545454545455
2,0.6509240246406571,0.6363636363636364
2,0.609375,0.5454545454545454
2,0.7286432160804021,0.6
2,0.7,0.6272727272727273
3,0.9401197604790419,0.6545454545454545
0,0.9,0.4909090909090909
3,0.9197080291970803,0.7
3,0.8118556701030928,0.7272727272727273
2,0.731006160164271,0.5181818181818182
2,0.819047619047619,0.6
1,0.8,0.4818181818181818
3,0.8014861995753716,0.7727272727272727
1,0.6666666666666666,0.4636363636363636
2,0.6005221932114883,0.4909090909090909
1,0.7727272727272727,0.5363636363636364
1,0.13636363636363635,0.5
0,0.8253968253968254,0.45454545454545453
0,0.7058823529411765,0.5272727272727272
1,0.047619047619047616,0.4909090909090909
0,0.71875,0.509090909090909
2,0.5555555555555556,0.6
1,0.7105263157894737,0.6181818181818182
0,0.864406779661017,0.509090909090909
1,0.4381443298969072,0.4909090909090909
0,0.7375,0.5
0,0.125,0.5
2,0.6590909090909091,0.5363636363636364
2,0.6274509803921569,0.5363636363636364
2,0.7397260273972602,0.5545454545454546
2,0.3780487804878049,0.5818181818181818
0,0.5317460317460317,0.5181818181818182
1,0.3673469387755102,0.509090909090909
0,0.4925373134328358,0.509090909090909
1,0.53125,0.4727272727272727
2,0.6138613861386139,0.5545454545454546
1,0.5912408759124088,0.5
1,0.5625,0.44545454545454544
0,0.424,0.4636363636363636
1,0.5625,0.5
0,0.7368421052631579,0.4818181818181818
1,0.75,0.5
0,0.7777777777777778,0.5454545454545454
1,0.625,0.4909090909090909
2,0.8,0.5636363636363636
1,0.7241379310344828,0.4909090909090909
0,0.6,0.4909090909090909
1,0.7368421052631579,0.5545454545454546
1,0.7222222222222222,0.5363636363636364
2,0.782608695652174,0.5454545454545454
1,0.7727272727272727,0.6
1,0.75,0.44545454545454544
1,0.7727272727272727,0.45454545454545453
2,0.9444444444444444,0.45454545454545453
0,1.0,0.45454545454545453
0,0.6888888888888889,0.509090909090909
2,1.0,0.4909090909090909
1,0.8095238095238095,0.5363636363636364
1,0.7142857142857143,0.5636363636363636
1,0.9285714285714286,0.5636363636363636
1,0.8108108108108109,0.43636363636363634
2,0.9473684210526315,0.6090909090909091
1,0.9473684210526315,0.5272727272727272
1,0.8529411764705882,0.4727272727272727
1,0.9090909090909091,0.5454545454545454
1,0.8235294117647058,0.5272727272727272
1,0.8571428571428571,0.44545454545454544
1,0.95,0.4818181818181818
1,0.7894736842105263,0.44545454545454544
1,0.95,0.5545454545454546
0,0.7804878048780488,0.509090909090909
1,0.6792452830188679,0.5818181818181818
1,1.0,0.5818181818181818
0,0.7352941176470589,0.4636363636363636
2,0.9642857142857143,0.5727272727272728
0,0.53125,0.5636363636363636
2,0.725,0.5909090909090909
1,0.6956521739130435,0.509090909090909
1,0.7692307692307693,0.5545454545454546
2,0.8205128205128205,0.5363636363636364
1,0.7254901960784313,0.44545454545454544
2,0.7435897435897436,0.6
1,0.8888888888888888,0.5363636363636364
0,0.3870967741935484,0.44545454545454544
2,0.7674418604651163,0.4909090909090909
2,0.8333333333333334,0.509090909090909
2,0.5714285714285714,0.5181818181818182
0,0.546875,0.5
2,0.7,0.5272727272727272
1,0.7692307692307693,0.4818181818181818
1,0.6229508196721312,0.5
2,0.72,0.5545454545454546
1,0.7272727272727273,0.4727272727272727
3,0.7693631669535284,0.7272727272727273
2,1.0,0.6181818181818182
1,0.8636363636363636,0.44545454545454544
0,0.7931034482758621,0.5
1,1.0,0.5363636363636364
1,0.7647058823529411,0.5363636363636364
1,0.8,0.5545454545454546
1,0.627906976744186,0.5272727272727272
1,0.7741935483870968,0.5
1,0.9090909090909091,0.5636363636363636
0,0.9375,0.4818181818181818
0,0.4444444444444444,0.5363636363636364
0,0.9444444444444444,0.5181818181818182
0,0.46511627906976744,0.6
0,1.0,0.5181818181818182
1,0.3684210526315789,0.5
2,0.8,0.5454545454545454
2,0.5368421052631579,0.5909090909090909
2,0.8582089552238806,0.5636363636363636
2,0.7777777777777778,0.5363636363636364
2,0.6571428571428571,0.5272727272727272
2,0.7988505747126436,0.5545454545454546
0,0.6402439024390244,0.5363636363636364
0,0.7136563876651982,0.5363636363636364
2,0.6396396396396397,0.5272727272727272
2,0.8023255813953488,0.6272727272727273
2,0.7039473684210527,0.5363636363636364
0,0.7623762376237624,0.5
2,0.6666666666666666,0.4727272727272727
2,0.7482014388489209,0.6181818181818182
2,0.6594827586206896,0.5272727272727272
2,0.7105263157894737,0.5454545454545454
2,0.7357142857142858,0.5909090909090909
2,0.7850467289719626,0.5363636363636364
2,0.6278481012658228,0.5454545454545454
2,0.6386554621848739,0.5
1,0.8636363636363636,0.5545454545454546
1,0.8947368421052632,0.5272727272727272
1,0.76,0.5636363636363636
2,0.22580645161290322,0.5636363636363636
2,0.8125,0.509090909090909
2,0.9473684210526315,0.5909090909090909
2,0.7027027027027027,0.5272727272727272
0,0.8888888888888888,0.4818181818181818
1,0.696969696969697,0.45454545454545453
2,0.9444444444444444,0.5454545454545454
1,0.6153846153846154,0.5636363636363636
0,0.8421052631578947,0.5454545454545454
0,0.8695652173913043,0.5
0,0.9375,0.4727272727272727
0,0.7567567567567568,0.509090909090909
2,0.8243243243243243,0.6
2,0.5658536585365853,0.5181818181818182
2,0.8636363636363636,0.5909090909090909
2,0.7183098591549296,0.6363636363636364
0,0.5895196506550219,0.6272727272727273
2,0.7268292682926829,0.5909090909090909
2,0.6871794871794872,0.5272727272727272
1,0.7142857142857143,0.5545454545454546
2,0.7522935779816514,0.5909090909090909
0,0.84,0.5272727272727272
1,0.5813953488372093,0.45454545454545453
2,0.8285714285714286,0.6363636363636364
0,0.8238636363636364,0.6090909090909091
2,0.8488372093023255,0.5545454545454546
2,0.8064516129032258,0.5636363636363636
0,0.6054054054054054,0.5454545454545454
0,0.6574074074074074,0.5454545454545454
0,0.8478260869565217,0.5272727272727272
2,0.5977011494252874,0.5636363636363636
2,0.6621004566210046,0.509090909090909
1,0.5843023255813954,0.5363636363636364
1,0.5970149253731343,0.5272727272727272
0,0.33152173913043476,0.5181818181818182
2,0.13194444444444445,0.5363636363636364
2,0.5605095541401274,0.509090909090909
2,0.8947368421052632,0.5545454545454546
1,0.34375,0.4727272727272727
0,0.9411764705882353,0.5363636363636364
2,0.532258064516129,0.5545454545454546
2,0.7105263157894737,0.5909090909090909
0,0.78125,0.5363636363636364
0,0.5964912280701754,0.4818181818181818
0,0.7714285714285715,0.5545454545454546
1,0.7441860465116279,0.509090909090909
2,0.6666666666666666,0.5
2,0.48484848484848486,0.5
2,0.6037735849056604,0.5636363636363636
0,0.6551724137931034,0.4818181818181818
2,0.8409090909090909,0.6090909090909091
2,0.8048780487804879,0.4727272727272727
2,0.8387096774193549,0.4909090909090909
2,0.8095238095238095,0.509090909090909
2,0.7631578947368421,0.5454545454545454
0,0.69375,0.5181818181818182
1,0.36666666666666664,0.5545454545454546
0,0.42857142857142855,0.42727272727272725
1,0.2,0.4909090909090909
2,0.1,0.509090909090909
1,0.2608695652173913,0.5363636363636364
2,0.7475247524752475,0.5636363636363636
1,0.6739130434782609,0.5454545454545454
3,0.7819148936170213,0.6363636363636364
0,0.7450980392156863,0.4636363636363636
1,0.6688311688311688,0.5
0,0.632,0.5909090909090909
0,0.7552083333333334,0.5727272727272728
1,0.7391304347826086,0.4090909090909091
2,0.8735632183908046,0.5272727272727272
0,0.847682119205298,0.5909090909090909
1,0.8495575221238938,0.6090909090909091
2,0.7379032258064516,0.5181818181818182
2,0.7439446366782007,0.5545454545454546
0,0.7713310580204779,0.5727272727272728
2,0.7955555555555556,0.5181818181818182
2,0.7931034482758621,0.509090909090909
2,0.7986348122866894,0.5454545454545454
2,0.8247863247863247,0.5727272727272728
1,0.7763157894736842,0.4909090909090909
1,0.8153846153846154,0.5
2,0.75390625,0.5454545454545454
2,0.8201058201058201,0.5
2,0.7426470588235294,0.5636363636363636
2,0.7913669064748201,0.5818181818181818
0,0.7388059701492538,0.4909090909090909
0,0.75,0.5636363636363636
1,0.9411764705882353,0.5454545454545454
1,0.9411764705882353,0.509090909090909
1,0.6086956521739131,0.5818181818181818
2,0.85,0.6
1,0.4318181818181818,0.5454545454545454
0,0.7894736842105263,0.509090909090909
2,0.5247524752475248,0.5545454545454546
2,0.6666666666666666,0.6090909090909091
0,0.6753246753246753,0.5454545454545454
0,0.5819672131147541,0.4909090909090909
1,0.8571428571428571,0.4909090909090909
1,0.8461538461538461,0.5545454545454546
1,0.7931034482758621,0.5363636363636364
