cluster,mean score,mean proficiency
2,0.5483870967741935,0.5897072574257426
2,0.48660714285714285,0.5643894257425742
0,0.3211009174311927,0.3170355841584159
2,0.5661157024793388,0.6561407722772276
1,0.4791666666666667,0.4759010495049506
3,0.7428571428571429,0.8223895841584158
1,0.48184019370460046,0.4281855643564356
0,0.25,0.16790976237623761
2,0.5414634146341464,0.5393697425742575
3,0.6521739130434783,0.7789526435643562
1,0.3373493975903614,0.343051405940594
0,0.2749003984063745,0.3021958712871287
2,0.5038167938931297,0.5286458415841584
1,0.2708333333333333,0.31888863366336634
2,0.4437299035369775,0.4857151089108911
3,0.7958115183246073,0.8577358613861386
2,0.484375,0.5684802772277228
2,0.422680412371134,0.5027756633663366
1,0.3110720562390158,0.41838916831683176
1,0.35454545454545455,0.4243943762376237
1,0.20408163265306123,0.3352592673267326
2,0.5681818181818182,0.6508040495049504
2,0.5560747663551402,0.5980371386138613
3,0.6507936507936508,0.6917755940594059
2,0.5458515283842795,0.6433420792079207
2,0.4175824175824176,0.49463926732673263
1,0.4489795918367347,0.35593681188118803
2,0.4782608695652174,0.5020734257425742
1,0.4537313432835821,0.408698
3,0.5948717948717949,0.6797407425742577
0,0.2826086956521739,0.24709152475247526
3,0.6123595505617978,0.7160575247524752
2,0.5681818181818182,0.5805765643564357
3,0.75,0.8255767128712871
0,0.2334096109839817,0.23724273267326737
1,0.4666666666666667,0.47312169306930685
3,0.6779661016949152,0.7903774851485151
3,0.6370370370370371,0.6786829603960397
3,0.7815533980582524,0.9015780693069306
1,0.33962264150943394,0.4378420693069307
3,0.543859649122807,0.689846613861386
1,0.325,0.33655618811881194
2,0.6371681415929203,0.6354089603960396
2,0.5202020202020202,0.630035405940594
1,0.32857142857142857,0.39248980198019806
0,0.3342245989304813,0.29980561386138616
0,0.26785714285714285,0.24928146534653473
2,0.5285714285714286,0.6212990297029702
3,0.6150627615062761,0.6993377920792078
1,0.35714285714285715,0.3455829702970297
3,0.7121212121212122,0.7366081584158419
1,0.3741648106904232,0.3673316831683167
2,0.4758842443729904,0.5306646633663367
0,0.19282511210762332,0.15876178217821782
2,0.4745762711864407,0.5838854554455446
0,0.1,0.09869699009900988
1,0.45507246376811594,0.47140064356435646
3,0.7068965517241379,0.7795312772277229
1,0.5195729537366548,0.48445512871287116
1,0.4146341463414634,0.42714715841584167
2,0.45555555555555555,0.5554232574257425
3,0.7422360248447205,0.8112724059405939
0,0.2824427480916031,0.2390341386138614
2,0.5836298932384342,0.5880975346534653
1,0.2727272727272727,0.3800442376237624
1,0.3050847457627119,0.3539240297029703
2,0.5059055118110236,0.5220203564356436
1,0.2127659574468085,0.4184342673267328
1,0.3939393939393939,0.39368389108910884
1,0.34022988505747126,0.3232623465346534
3,0.6675531914893617,0.7541558910891089
1,0.4074074074074074,0.444888702970297
0,0.36231884057971014,0.305673594059406
3,0.5688073394495413,0.717540891089109
1,0.3076923076923077,0.37596606930693066
0,0.25879396984924624,0.21635798019801986
1,0.3803863298662704,0.4155347524752474
0,0.2647058823529412,0.27464686138613864
2,0.4573643410852713,0.5695786435643564
0,0.257847533632287,0.23527935643564354
0,0.357487922705314,0.2840400099009901
2,0.5407725321888412,0.6231761881188119
3,0.664,0.7321494059405942
0,0.27631578947368424,0.2477881089108911
3,0.6554054054054054,0.6879503564356435
2,0.5025641025641026,0.5346451287128712
3,0.6233766233766234,0.6926997425742576
1,0.3096085409252669,0.33342708910891083
0,0.29838709677419356,0.28453557425742576
0,0.3333333333333333,0.2730939603960396
2,0.5038759689922481,0.5212830594059407
0,0.2,0.1498329405940594
1,0.42424242424242425,0.33104195049504936
0,0.17721518987341772,0.15383924752475245
2,0.4782608695652174,0.5011184950495049
2,0.5227272727272727,0.603967207920792
1,0.30666666666666664,0.3754678118811882
0,0.13440860215053763,0.07313227722772278
0,0.3643724696356275,0.264532603960396
2,0.4642857142857143,0.5353098514851485
0,0.23076923076923078,0.23846337623762376
0,0.22794117647058823,0.28967904950495055
2,0.5858895705521472,0.6372312871287129
0,0.27956989247311825,0.3158579603960396
3,0.6291666666666667,0.7410469108910892
1,0.4883720930232558,0.47046677227722766
3,0.7011494252873564,0.7377639603960395
0,0.281437125748503,0.29907242574257425
2,0.4387755102040816,0.5132179603960396
2,0.6,0.5674084851485147
1,0.4411764705882353,0.4382934752475247
