cluster,mean score,mean proficiency
0,0.5789473684210527,0.5081279361997225
2,0.8461538461538461,0.8213442108183079
2,0.8461538461538461,0.8259914923717061
3,0.925,0.922123185852982
1,0.6666666666666666,0.6091641040221913
3,0.8695652173913043,0.85987259778086
2,0.782608695652174,0.773785826629681
2,0.75,0.6958681650485438
3,0.881578947368421,0.8815313342579749
1,0.6451612903225806,0.6157143425797503
2,0.8125,0.773525950069348
0,0.45454545454545453,0.37437232732316233
1,0.6868686868686869,0.6530065811373092
3,0.9310344827586207,0.9138862538141469
2,0.75,0.7236913259361997
2,0.8333333333333334,0.7508601803051319
3,0.9696969696969697,0.9670381067961165
3,1.0,1.0
1,0.6666666666666666,0.5835662274618586
3,0.875,0.8733378834951456
1,0.6875,0.6346985006934812
3,0.9090909090909091,0.8810922496532594
0,0.5333333333333333,0.4982971955617198
2,0.8367346938775511,0.8095746061026353
2,0.7777777777777778,0.7808899278779472
1,0.631578947368421,0.5538733938973648
0,0.49019607843137253,0.4638756074895978
1,0.6363636363636364,0.5947398363384189
2,0.7692307692307693,0.7009371373092926
1,0.5882352941176471,0.5583330638002774
2,0.7777777777777778,0.7631441220527047
0,0.5434782608695652,0.4895253564493759
3,0.9655172413793104,0.9574280221914007
3,0.8857142857142857,0.8896679264909845
2,0.7666666666666667,0.6963351345353674
3,0.9375,0.9046963592233009
2,0.8125,0.775180067961165
1,0.5806451612903226,0.5623271040221914
1,0.72,0.6310980332871012
2,0.8152173913043478,0.7845347434119279
2,0.7894736842105263,0.7442407323162274
2,0.8095238095238095,0.7418955145631068
2,0.7857142857142857,0.7362269098474341
0,0.4375,0.37866897226074897
2,0.7307692307692307,0.7066303855755894
3,0.8571428571428571,0.8385419972260749
1,0.6875,0.6598376213592233
3,0.9142857142857143,0.9187208404993066
1,0.7272727272727273,0.67439646740638
3,0.8888888888888888,0.8675364299583912
1,0.5555555555555556,0.5142959140083218
2,0.7647058823529411,0.7229483009708738
1,0.65,0.6126517309292648
1,0.6933333333333334,0.6527223578363384
0,0.5185185185185185,0.4572693855755895
3,0.95,0.9214516976421636
3,0.8947368421052632,0.8890350970873786
3,0.9411764705882353,0.9117582718446602
3,0.9090909090909091,0.8883946074895978
2,0.7894736842105263,0.733775730929265
2,0.7878787878787878,0.7260409486823856
2,0.6944444444444444,0.6819431900138696
3,0.9636363636363636,0.953568278779473
2,0.8166666666666667,0.7873317115117892
3,0.9736842105263158,0.9789453134535367
1,0.6842105263157895,0.6449578085991678
1,0.7241379310344828,0.6683016726768377
3,0.9545454545454546,0.9645845742024964
3,0.8,0.819642399445215
3,0.8823529411764706,0.8553533564493758
3,0.9649122807017544,0.9547325520110959
3,0.8791208791208791,0.8723540818307904
2,0.8,0.7522764036061025
3,0.9090909090909091,0.8875976421636615
2,0.8064516129032258,0.7982798696255201
3,0.8529411764705882,0.8499430679611651
2,0.8536585365853658,0.8271934979195562
3,0.9375,0.9164361359223301
2,0.8125,0.7817895839112344
2,0.782608695652174,0.7487313134535369
3,1.0,1.0
1,0.7058823529411765,0.6633093647711512
0,0.40625,0.36962546047156725
