0.408055,0.718675,0.553496,0.511397,0.802940,0.874134,0.911417,0.515921,0.664688,0.736074,0.983388,0.836662,0.944520,0.691034,0.559778,0.717417,0.646365,0.671917,0.398707,0.471436,0.517038,0.486629,0.561269,0.597609,0.495390,0.737610,0.595648,0.519184,0.631099,0.514460,0.674745,0.561674,0.573405,0.525161,0.628280,0.445191,0.523603,0.669649,0.565189,0.606886,0.234171,0.457442,0.672343,0.445075,0.679344,0.655125,0.564677,0.422420,0.636710,0.581173,0.476702,0.837397,0.581825,0.509504,0.513444,0.781715,0.624986,0.929545,0.526331,0.730401,0.721182,0.642896,0.704113,0.442594,0.660913,0.457640,0.486671,0.690348,0.592620,0.769067,0.559700,0.592622,0.821320,0.597207,0.491492,0.539514,0.561684,0.594804,0.479800,0.452066,0.660900,0.566787,0.588388,0.291203,0.613434,0.751848,0.585686,0.581304,0.734969,0.563300,0.759577,0.570326,0.575337,0.416907,0.537653,0.546979,0.529055,0.270378,0.526557,0.524034,0.535195
0.591444,0.603564,0.452801,0.568453,0.740155,0.622654,0.575682,0.665953,0.360391,0.563828,0.702496,0.679789,0.693982,0.621808,0.528799,0.404296,0.584699,0.539020,0.482792,0.455273,0.586455,0.498261,0.498462,0.435720,0.510834,0.534146,0.536358,0.465460,0.572815,0.562052,0.569233,0.606910,0.558957,0.595492,0.530499,0.467579,0.418801,0.443440,0.618215,0.503173,0.477551,0.564520,0.644770,0.527808,0.394436,0.646503,0.563013,0.560469,0.585468,0.603666,0.583620,0.389286,0.607793,0.569175,0.540455,0.494363,0.553863,0.504431,0.573490,0.356546,0.697811,0.562113,0.602554,0.550902,0.657433,0.516675,0.584157,0.629725,0.629949,0.513998,0.487989,0.515048,0.387269,0.555095,0.474641,0.488440,0.534051,0.577283,0.532612,0.698822,0.470632,0.590673,0.563324,0.542799,0.547885,0.529808,0.595369,0.591573,0.652616,0.635316,0.668792,0.529335,0.606291,0.535273,0.303842,0.424800,0.543135,0.474411,0.527417,0.528962,0.527144
0.538667,0.257875,0.256138,0.310945,0.368751,0.433154,0.259224,0.283388,0.417094,0.422190,0.367362,0.293689,0.328303,0.303814,0.318452,0.301157,0.251878,0.260403,0.610171,0.357293,0.292874,0.221570,0.299124,0.286223,0.361249,0.238077,0.286997,0.279286,0.377660,0.333276,0.252412,0.336723,0.300481,0.378897,0.305981,0.298175,0.183915,0.287575,0.319847,0.249180,0.332933,0.241529,0.357203,0.278545,0.297466,0.284986,0.347948,0.236047,0.236433,0.311149,0.439929,0.255449,0.311723,0.381708,0.420547,0.193939,0.382241,0.227365,0.474717,0.213120,0.184826,0.336157,0.313468,0.407382,0.379838,0.416399,0.403159,0.312565,0.390931,0.212062,0.378350,0.292001,0.211593,0.350116,0.210786,0.375531,0.296347,0.404523,0.337876,0.373586,0.310787,0.318199,0.253112,0.394499,0.288183,0.267952,0.306996,0.262305,0.297374,0.411293,0.231598,0.324259,0.268793,0.399440,0.212123,0.296532,0.345557,0.309932,0.259924,0.301953,0.296147
0.600917,0.631720,0.454967,0.670159,0.836830,0.741032,0.651413,0.720806,0.796671,0.752361,0.781534,0.729536,0.771339,0.601900,0.580225,0.748205,0.551661,0.598422,0.660390,0.610764,0.544226,0.555415,0.647865,0.535019,0.560939,0.584072,0.655426,0.580275,0.691817,0.642854,0.676959,0.682826,0.694951,0.665759,0.627954,0.591306,0.516037,0.631333,0.712565,0.605302,0.526222,0.485913,0.727569,0.586974,0.548932,0.612096,0.691866,0.567454,0.588326,0.596039,0.664561,0.476086,0.660632,0.666577,0.640921,0.637393,0.751844,0.845439,0.591140,0.514524,0.657004,0.609333,0.639142,0.667567,0.743816,0.590804,0.635781,0.699761,0.659607,0.617922,0.607199,0.623259,0.362164,0.636968,0.476096,0.713669,0.602023,0.653189,0.594471,0.416804,0.555477,0.688374,0.640407,0.705342,0.642628,0.742341,0.777178,0.713583,0.535212,0.724853,0.657403,0.595529,0.638692,0.605809,0.606864,0.651617,0.671813,0.490682,0.619152,0.640356,0.607422
0.289993,0.484173,0.706257,0.455177,0.457527,0.266775,0.526385,0.525309,0.816605,0.277700,0.516370,0.464247,0.474097,0.408292,0.399293,0.407440,0.412014,0.360955,0.628729,0.443540,0.377347,0.513789,0.489400,0.550379,0.310160,0.379762,0.419681,0.486443,0.331070,0.390915,0.379862,0.469849,0.457491,0.346722,0.375370,0.461235,0.658754,0.564954,0.466983,0.540626,0.702985,0.652651,0.463820,0.428558,0.302624,0.427693,0.339131,0.505141,0.401991,0.445711,0.380971,0.304175,0.299283,0.271204,0.528934,0.439657,0.436571,0.815972,0.361530,0.245031,0.468597,0.394330,0.410869,0.245462,0.476497,0.391944,0.452736,0.346441,0.379650,0.456671,0.438278,0.442798,0.258602,0.479154,0.372778,0.341609,0.515494,0.416978,0.276564,0.163037,0.047541,0.389514,0.434824,0.134031,0.478916,0.531471,0.471314,0.480605,0.425610,0.392394,0.355756,0.524191,0.369699,0.558858,0.326739,0.415441,0.405535,0.163820,0.425073,0.455975,0.407901
0.851472,0.852867,0.428137,0.801372,0.870684,0.875065,0.825974,0.885694,0.932648,0.816635,0.837071,0.835432,0.859645,0.935111,0.840380,0.899761,0.779202,0.847714,0.930547,0.778573,0.829315,0.721517,0.722405,0.845698,0.811391,0.842462,0.815585,0.649602,0.865201,0.809977,0.714203,0.878753,0.935056,0.834012,0.836725,0.826660,0.488928,0.893899,0.871537,0.637283,0.560285,0.735254,0.836370,0.822577,0.851211,0.793637,0.808895,0.715293,0.814740,0.796187,0.851254,0.818917,0.836537,0.860903,0.858021,0.863578,0.853655,0.266481,0.890893,0.912890,0.747350,0.820331,0.810983,0.862329,0.810538,0.837314,0.853027,0.872985,0.863191,0.817435,0.818641,0.802467,0.881605,0.843578,0.811238,0.876224,0.814948,0.811294,0.867288,0.911798,0.861954,0.800197,0.926751,0.925783,0.795380,0.909700,0.740907,0.739450,0.872204,0.805767,0.908286,0.787415,0.868180,0.767881,0.757178,0.796148,0.843280,0.857242,0.883310,0.781623,0.806211
0.400383,0.596892,0.289299,0.356486,0.370797,0.399856,0.500227,0.478415,0.153365,0.487736,0.448162,0.338792,0.413826,0.230630,0.418336,0.565126,0.568129,0.571478,0.549171,0.358603,0.462551,0.360626,0.406382,0.355753,0.375060,0.608584,0.523713,0.352163,0.447940,0.368648,0.556221,0.431134,0.352527,0.415800,0.418941,0.357115,0.373635,0.386429,0.344058,0.397292,0.330078,0.272442,0.475355,0.307213,0.439386,0.389240,0.421000,0.358907,0.530716,0.447524,0.485347,0.616961,0.364900,0.398669,0.552389,0.693100,0.504197,0.705439,0.491806,0.397475,0.328817,0.463821,0.600550,0.377405,0.430102,0.359583,0.471414,0.472255,0.452204,0.573662,0.398378,0.471953,0.707054,0.439692,0.313218,0.448117,0.379921,0.469539,0.406625,0.319199,0.317957,0.445508,0.310340,0.166064,0.452783,0.662464,0.485877,0.409816,0.625160,0.463723,0.628063,0.461233,0.370801,0.291124,0.516416,0.411847,0.437209,0.143429,0.384462,0.385787,0.315444
0.262240,0.100445,0.163167,0.183134,0.019268,0.012506,0.208968,0.036691,0.040418,0.204997,0.042876,0.027759,0.058736,0.112545,0.218725,0.201544,0.148182,0.312800,0.016033,0.237500,0.228139,0.217416,0.190375,0.264531,0.266100,0.219542,0.238162,0.229216,0.165972,0.292302,0.134867,0.243612,0.088889,0.233191,0.180453,0.258425,0.046218,0.162501,0.164997,0.143725,0.296438,0.306429,0.127900,0.162717,0.126566,0.232581,0.185359,0.231767,0.039138,0.259457,0.166453,0.644496,0.085869,0.190987,0.118473,0.183797,0.158713,0.143198,0.140403,0.375403,0.056250,0.112427,0.166048,0.277735,0.059786,0.220050,0.235658,0.155012,0.146936,0.205540,0.294855,0.215486,0.333507,0.164718,0.218510,0.199654,0.265724,0.161574,0.339709,0.479512,0.347505,0.208858,0.054110,0.344809,0.148670,0.060761,0.190062,0.113827,0.082102,0.217966,0.180824,0.209733,0.202620,0.211215,0.005018,0.115586,0.169402,0.140157,0.156169,0.196361,0.186408
0.567659,0.645273,0.381900,0.535414,0.309568,0.521005,0.578326,0.655506,0.345865,0.654279,0.431367,0.459187,0.423272,0.494651,0.471900,0.675347,0.530852,0.594871,0.514860,0.518831,0.649859,0.483647,0.477733,0.458460,0.501572,0.552831,0.599327,0.412533,0.523000,0.469987,0.552688,0.562618,0.475978,0.505954,0.595185,0.548614,0.449055,0.440776,0.584065,0.512813,0.294311,0.383179,0.502824,0.483146,0.514731,0.588578,0.527144,0.621839,0.372901,0.553582,0.579237,0.745553,0.561568,0.560067,0.562943,0.657805,0.631234,0.588368,0.488833,0.453128,0.735062,0.542892,0.560477,0.548511,0.425158,0.392305,0.537011,0.490216,0.538990,0.764206,0.502771,0.480524,0.463274,0.547499,0.378228,0.478510,0.610722,0.557214,0.470408,0.365207,0.348509,0.644395,0.735113,0.675022,0.640762,0.612499,0.465812,0.606230,0.595563,0.451840,0.597242,0.434775,0.424193,0.510004,0.736813,0.488207,0.563407,0.709572,0.513368,0.509285,0.402864
0.861345,0.697612,0.707416,0.788882,0.747338,0.897446,0.757001,0.833144,0.685505,0.787679,0.805811,0.702627,0.754362,0.720553,0.802576,0.704112,0.757021,0.685681,0.870092,0.774976,0.772412,0.755947,0.749043,0.815882,0.820981,0.708288,0.770246,0.714056,0.803077,0.791403,0.754668,0.795263,0.768711,0.802262,0.784259,0.811521,0.726493,0.738105,0.743825,0.799699,0.758964,0.774760,0.841369,0.757075,0.705688,0.758116,0.801214,0.725404,0.745045,0.697865,0.801770,0.701411,0.686092,0.799421,0.642846,0.630243,0.806689,0.749226,0.782305,0.874984,0.778483,0.811399,0.766561,0.848241,0.783880,0.836934,0.825951,0.718014,0.807502,0.682948,0.806457,0.794108,0.667931,0.775807,0.785265,0.659080,0.718264,0.797623,0.832092,0.879084,0.890135,0.765915,0.758786,0.792945,0.780051,0.668010,0.838567,0.795905,0.730935,0.831256,0.711187,0.773691,0.713099,0.783723,0.642177,0.606826,0.751983,0.667353,0.763453,0.717059,0.710455
0.210787,0.436234,0.212842,0.303962,0.289998,0.218387,0.361545,0.253268,0.583201,0.386055,0.375039,0.284738,0.331413,0.271890,0.253797,0.317586,0.327372,0.402700,0.250480,0.252105,0.368286,0.260595,0.294002,0.404040,0.202179,0.482299,0.356821,0.268980,0.345904,0.313945,0.502330,0.292957,0.283215,0.343517,0.318843,0.235882,0.267728,0.426756,0.301195,0.310371,0.111689,0.311289,0.423509,0.264165,0.376718,0.441589,0.384147,0.328317,0.269583,0.325148,0.239284,0.411267,0.243488,0.285533,0.352363,0.516149,0.385719,0.560152,0.196540,0.545836,0.512563,0.395045,0.456457,0.211649,0.313540,0.230320,0.227060,0.232190,0.291436,0.439518,0.319043,0.254885,0.491808,0.332190,0.263693,0.263684,0.317596,0.310950,0.224998,0.591019,0.427205,0.360768,0.393430,0.165356,0.378645,0.530799,0.479813,0.320579,0.354002,0.448687,0.445008,0.229355,0.231592,0.186701,0.355876,0.315588,0.267108,0.105403,0.321999,0.250772,0.294717
0.335858,0.322814,0.273006,0.294967,0.313738,0.310443,0.284675,0.303983,0.078521,0.407414,0.330641,0.333010,0.299663,0.409888,0.256562,0.472491,0.336083,0.328380,0.451959,0.399059,0.315744,0.403863,0.317149,0.267230,0.289564,0.364093,0.301021,0.313686,0.326026,0.340403,0.315261,0.329836,0.368139,0.372673,0.242794,0.399478,0.370361,0.230841,0.238149,0.299838,0.376781,0.319818,0.312518,0.314211,0.336694,0.182872,0.278238,0.366411,0.125186,0.336394,0.381531,0.383118,0.253922,0.360516,0.372218,0.318268,0.362696,0.121664,0.356707,0.236053,0.180000,0.301961,0.297770,0.300158,0.319171,0.342034,0.278278,0.241770,0.289265,0.295032,0.305294,0.290047,0.263464,0.313854,0.321639,0.284080,0.376166,0.260533,0.375900,0.451230,0.368085,0.367250,0.330578,0.279881,0.293148,0.339943,0.356618,0.313399,0.297436,0.376116,0.338305,0.277221,0.280611,0.283365,0.091414,0.255438,0.406219,0.309005,0.366450,0.327329,0.303888
0.486074,0.696987,0.548443,0.468583,0.465572,0.439112,0.526743,0.577085,0.736581,0.675310,0.494292,0.415348,0.492602,0.178796,0.443232,0.519600,0.626422,0.509890,0.205861,0.516747,0.428096,0.398967,0.434051,0.542844,0.409050,0.598727,0.475474,0.595738,0.499241,0.468343,0.539206,0.480512,0.467878,0.475783,0.546217,0.413990,0.576972,0.663033,0.456029,0.470577,0.773661,0.571962,0.605297,0.376833,0.521312,0.607727,0.576126,0.418476,0.562084,0.573729,0.503551,0.534440,0.505779,0.461429,0.523232,0.732170,0.517714,0.480648,0.539458,0.667642,0.347041,0.576474,0.560413,0.418487,0.524376,0.556667,0.449308,0.439953,0.501850,0.635545,0.523969,0.420003,0.587104,0.478508,0.323865,0.437783,0.427039,0.516854,0.408587,0.750855,0.486125,0.551637,0.332013,0.510724,0.570110,0.665979,0.492542,0.414129,0.770429,0.525511,0.658369,0.566191,0.357817,0.526648,0.522312,0.640088,0.432145,0.398937,0.428818,0.476451,0.477435
