cluster,mean score,mean proficiency
1,0.3157894736842105,0.5065163636363637
1,0.8235294117647058,0.5567536363636364
1,0.706766917293233,0.4929190909090909
1,0.8260869565217391,0.5020427272727273
3,0.8485981308411215,0.4597445454545455
3,0.8,0.5322590909090908
3,0.6,0.5540409090909091
1,0.5714285714285714,0.47536909090909096
2,0.5263157894736842,0.5086481818181817
3,0.8695652173913043,0.5201345454545454
0,0.7877358490566038,0.48331818181818176
2,0.7444444444444445,0.4709036363636364
2,0.8260869565217391,0.5768345454545455
1,0.7984496124031008,0.5144863636363636
0,0.7596153846153846,0.43073363636363626
1,0.7660818713450293,0.47275272727272727
2,0.8095238095238095,0.5425990909090909
3,0.6621621621621622,0.46367454545454534
1,0.7209302325581395,0.4819909090909091
1,0.5977653631284916,0.47630818181818185
1,0.7216494845360825,0.5124527272727272
0,0.8009950248756219,0.4281127272727273
2,0.8374558303886925,0.5324663636363637
0,0.9183673469387755,0.45975454545454547
2,0.7845601436265709,0.45102272727272724
1,0.7391304347826086,0.5449627272727272
3,0.855072463768116,0.4655990909090909
3,0.7672552166934189,0.4656518181818182
1,0.75,0.48975363636363645
1,0.6134020618556701,0.4585745454545455
0,0.7363420427553444,0.4444818181818182
3,0.7389705882352942,0.4891254545454546
0,0.6085626911314985,0.4260281818181818
0,0.7340241796200345,0.42674818181818186
0,0.7241379310344828,0.396459090909091
0,0.6865671641791045,0.5052545454545455
1,0.6753246753246753,0.4418272727272727
2,0.7377049180327869,0.4615418181818182
3,0.7668711656441718,0.5284318181818183
2,0.8115501519756839,0.5186136363636364
0,0.6833095577746077,0.47102181818181815
3,0.8,0.4857945454545455
2,0.8461538461538461,0.495659090909091
3,0.8823529411764706,0.5436281818181817
3,0.7419354838709677,0.5055163636363635
0,0.7780373831775701,0.45324909090909093
3,0.8076923076923077,0.48438636363636367
2,0.6338028169014085,0.5641981818181817
3,0.5962059620596206,0.4948136363636364
3,0.7,0.49112454545454537
2,0.7301204819277108,0.4898927272727273
1,0.8490566037735849,0.5167981818181818
0,0.5555555555555556,0.455340909090909
2,0.391304347826087,0.5524572727272727
3,0.7083333333333334,0.6056172727272727
0,0.7714285714285715,0.4602872727272727
3,0.782608695652174,0.5008809090909091
0,0.8846153846153846,0.5227818181818182
0,0.9375,0.4824909090909091
0,0.9705882352941176,0.475059090909091
3,0.5714285714285714,0.4735327272727273
2,0.8064516129032258,0.5005154545454547
0,0.88,0.5180281818181818
1,0.8636363636363636,0.48219818181818186
1,0.8333333333333334,0.4027027272727273
2,0.6818181818181818,0.4988727272727272
0,0.8536585365853658,0.4437690909090909
1,0.875,0.5227736363636364
0,0.6973684210526315,0.4447345454545454
3,0.7391304347826086,0.4228281818181818
1,0.5294117647058824,0.5185418181818182
0,0.8571428571428571,0.4787936363636364
1,0.7299270072992701,0.43588181818181815
0,0.8554216867469879,0.4536954545454545
3,0.8235294117647058,0.5366536363636364
3,0.8333333333333334,0.533270909090909
0,0.6666666666666666,0.48027545454545456
1,0.6959761549925484,0.5395
2,0.7711864406779662,0.4667681818181819
0,0.68,0.4589981818181819
3,0.7947598253275109,0.4573409090909091
3,0.4788732394366197,0.46723181818181825
2,0.7831325301204819,0.4566763636363636
1,0.7468879668049793,0.48878090909090904
1,0.5161290322580645,0.5428818181818181
3,0.6458333333333334,0.50187
0,0.6997635933806147,0.5048245454545456
1,0.760655737704918,0.4731763636363636
3,0.8457142857142858,0.5129954545454545
3,0.6060606060606061,0.4703463636363636
2,0.7244094488188977,0.4447554545454545
1,0.7226027397260274,0.47309
2,0.6476190476190476,0.49888454545454536
2,0.7699115044247787,0.5060863636363637
1,0.6915887850467289,0.556449090909091
1,0.94,0.5139127272727272
2,0.8125,0.5344827272727273
3,0.9320388349514563,0.5218409090909091
0,0.6342857142857142,0.4098245454545455
0,0.4591439688715953,0.4539663636363637
1,0.7682403433476395,0.5465636363636364
2,0.7935606060606061,0.5127227272727274
3,0.6509240246406571,0.4590945454545454
