0.821427,0.407924,0.003918,0.624525,0.390198,0.346375,0.569844,0.494284,0.506933,0.575742,0.856384,0.816751,0.682890,0.340966,0.206304,0.198766
0.859475,0.598631,0.013969,0.947570,0.698059,0.958218,0.953381,0.927019,0.957510,0.956123,0.917275,0.981377,0.884657,0.848275,0.411896,0.402835
0.711697,0.613501,0.010240,0.732456,0.777323,0.656171,0.743384,0.726889,0.724614,0.744818,0.703794,0.707999,0.702490,0.742303,0.344517,0.297465
0.946676,0.926678,0.921022,0.965357,0.949181,0.891517,0.961813,0.949091,0.920699,0.969532,0.948336,0.946989,0.944616,0.875449,0.923614,0.919414
0.592316,0.233923,0.006928,0.724474,0.540317,0.355001,0.709208,0.624584,0.686152,0.708150,0.615799,0.866995,0.498909,0.535788,0.009977,0.181788
0.989235,0.238947,0.316502,0.908062,0.472604,0.692501,0.923330,0.928866,0.934298,0.927807,0.984175,0.906432,0.947005,0.868226,0.335421,0.441391
0.838685,0.571779,0.003555,0.832283,0.585061,0.180349,0.841372,0.845734,0.855456,0.850339,0.804973,0.418035,0.801959,0.722667,0.135690,0.012475
0.696386,0.466092,0.009513,0.854292,0.794955,0.546538,0.873156,0.848477,0.886365,0.874425,0.694848,0.897825,0.470246,0.829190,0.313517,0.286839
0.862406,0.729193,0.794989,0.934720,0.821949,0.966984,0.949643,0.912086,0.939031,0.955079,0.875972,0.980325,0.811789,0.911642,0.793894,0.826887
0.903257,0.485654,0.013056,0.882340,0.781600,0.765931,0.884038,0.851900,0.878877,0.886635,0.910496,0.945767,0.806451,0.811527,0.019203,0.341695
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
0.650575,0.625957,0.002219,0.742120,0.646908,0.556938,0.726353,0.696815,0.686469,0.735562,0.718844,0.652497,0.712009,0.543238,0.003382,0.108626
0.929646,0.585976,0.683941,0.938974,0.827640,0.894560,0.937781,0.918055,0.916279,0.944222,0.930007,0.917919,0.922475,0.860019,0.702098,0.752206
0.797625,0.748503,0.014325,0.941652,0.858458,0.945480,0.953344,0.897028,0.937993,0.963211,0.842353,0.899791,0.834179,0.738060,0.457437,0.407142
0.958546,0.825127,0.014459,0.963696,0.939531,0.974498,0.961592,0.962121,0.956290,0.964504,0.959921,0.967402,0.958430,0.896859,0.484950,0.464973
0.753104,0.740305,0.011287,0.931250,0.886802,0.439358,0.932360,0.910650,0.918242,0.934693,0.755205,0.938331,0.643033,0.842684,0.016969,0.294716
0.901581,0.619908,0.002015,0.910310,0.888856,0.185185,0.927844,0.912875,0.912241,0.936899,0.865005,0.444847,0.863439,0.589432,0.129848,0.121838
0.778165,0.336534,0.009034,0.854615,0.637912,0.531506,0.861176,0.817015,0.847139,0.867867,0.784310,0.840051,0.514228,0.791749,0.012623,0.236892
0.704206,0.542499,0.013238,0.903907,0.810334,0.876363,0.921237,0.869165,0.927484,0.924715,0.708491,0.791585,0.688044,0.833853,0.018640,0.327075
0.751308,0.727358,0.531111,0.549595,0.741677,0.734349,0.694651,0.716271,0.716287,0.725090,0.343421,0.742169,0.354639,0.725636,0.510571,0.573216
0.960426,0.745525,0.004741,0.950232,0.605671,0.471610,0.945474,0.950165,0.932901,0.950840,0.956664,0.654225,0.956264,0.776919,0.217513,0.216494
0.601532,0.214566,0.001738,0.539668,0.264954,0.034380,0.482832,0.375655,0.384141,0.491556,0.639662,0.412689,0.359074,0.142576,0.102766,0.095046
0.930211,0.935900,0.006002,0.936042,0.928099,0.975572,0.924097,0.927958,0.931949,0.915043,0.967651,0.996755,0.966317,0.956003,0.336957,0.330979
