0.760729,0.424925,0.003773,0.643318,0.471353,0.333112,0.589143,0.526352,0.496879,0.588944,0.817608,0.759912,0.681349,0.362707,0.217400,0.210681
0.859554,0.656997,0.013426,0.936078,0.732937,0.952192,0.943001,0.919394,0.955186,0.947874,0.913171,0.946347,0.860460,0.872950,0.433602,0.441213
0.722605,0.589352,0.008720,0.718082,0.789248,0.668497,0.738225,0.730095,0.710074,0.743697,0.688382,0.719790,0.688678,0.711718,0.299582,0.332966
0.960551,0.965310,0.966573,0.989051,0.974167,0.949212,0.989415,0.975518,0.970980,0.990644,0.962509,0.961453,0.959086,0.943320,0.968113,0.966504
0.547723,0.274545,0.006616,0.726065,0.576125,0.433795,0.713631,0.619363,0.681505,0.710575,0.579990,0.844384,0.518329,0.512094,0.009296,0.198245
0.988786,0.323171,0.348915,0.934000,0.554757,0.752820,0.937765,0.945549,0.940671,0.942715,0.987841,0.921800,0.968096,0.893621,0.390200,0.424762
0.880761,0.673865,0.003620,0.844419,0.680692,0.248552,0.856611,0.867085,0.854098,0.877838,0.816312,0.458734,0.814642,0.741025,0.126908,0.008593
0.711660,0.546367,0.009517,0.849258,0.837011,0.536720,0.871050,0.839150,0.894356,0.878420,0.704099,0.909101,0.556696,0.835104,0.319727,0.326596
0.859999,0.737326,0.797982,0.937279,0.863777,0.959815,0.951663,0.915686,0.948762,0.958401,0.882851,0.981060,0.827692,0.913027,0.798341,0.808596
0.874068,0.531134,0.012736,0.875340,0.806583,0.715266,0.884490,0.838078,0.883166,0.891072,0.874412,0.952469,0.819556,0.817143,0.018229,0.382773
0.999973,0.999847,1.000000,1.000020,1.000223,0.999967,1.000262,1.000073,1.000181,0.999913,0.999933,0.999787,0.999967,0.999863,1.000000,1.000000
0.574201,0.589587,0.002150,0.713619,0.628178,0.520034,0.693362,0.641089,0.635945,0.688090,0.695486,0.577867,0.676848,0.513867,0.002858,0.131971
0.924822,0.597144,0.672466,0.925181,0.863311,0.771431,0.925432,0.917629,0.896246,0.931707,0.917439,0.877108,0.916011,0.861595,0.681903,0.710843
0.858529,0.708089,0.012243,0.918608,0.877240,0.947392,0.930574,0.907425,0.937250,0.949129,0.848288,0.926364,0.844325,0.822026,0.411013,0.416083
0.931757,0.863545,0.013565,0.952917,0.940368,0.970800,0.953255,0.952271,0.949934,0.954516,0.926884,0.945119,0.930356,0.906034,0.494391,0.513149
0.807708,0.592861,0.008355,0.925318,0.895289,0.504620,0.926706,0.905566,0.914025,0.929653,0.805776,0.945635,0.646564,0.857946,0.012922,0.284254
0.909816,0.718259,0.002208,0.924675,0.907732,0.255450,0.930310,0.915313,0.916722,0.938666,0.899923,0.468720,0.895998,0.682727,0.127563,0.152806
