0.400913,0.026997,0.027985,0.044310,0.038881,0.091898,0.067619,0.003365,0.000275,0.000759,0.004041,0.000655,0.000717,0.006839,0.001522,0.102843,0.002194,0.006714,0.041976,0.000606,0.000736,0.000832,0.000508,0.042060,0.021134,0.003126,0.005539,0.000655,0.100453,0.000894,0.002224,0.007945,0.020605,0.002688,0.042239,0.000462,0.003436,0.006356,0.005494,0.000387,0.001333,0.000271,0.008791,0.000662,0.003850,0.004412,0.062335,0.004180,0.000057,0.046336,0.002249,0.000072,0.122957,0.000628,0.050894,0.027685,0.002568,0.000379,0.043128,0.029140,0.000332,0.000938,0.086640,0.000634,0.006064,0.000115,0.000828,0.023982,0.001506,0.002320,0.001212,0.083679,0.000110,0.139964,0.036424,0.000453,0.002800,0.000155,0.001448,0.001269,0.002739,0.004759,0.000264,0.000218,0.040011,0.002086,0.090772,0.037439,0.004631,0.005770,0.000338,0.000642,0.004207,0.018975,0.010845,0.000088,0.109101,0.000826,0.000779,0.040065,0.000188,0.000461,0.014602,0.000157,0.000488,0.000773,0.001389,0.000759,0.000241,0.002368
0.022968,0.237291,0.011442,0.016960,0.016177,0.092052,0.000543,0.003365,0.002760,0.000688,0.000440,0.000398,0.000533,0.001097,0.002440,0.000460,0.001701,0.001272,0.000112,0.000662,0.000759,0.000833,0.000157,0.017320,0.013730,0.002039,0.005539,0.002316,0.027926,0.001062,0.000210,0.005682,0.000287,0.002254,0.049579,0.000438,0.003436,0.006356,0.005494,0.000901,0.001055,0.032036,0.000995,0.001028,0.006916,0.004167,0.027982,0.000883,0.007815,0.009837,0.000896,0.004524,0.041209,0.000445,0.018004,0.000403,0.000361,0.000462,0.032004,0.000723,0.000189,0.000777,0.065402,0.000117,0.006064,0.011814,0.001111,0.014422,0.002195,0.004315,0.001646,0.188665,0.000176,0.007228,0.007506,0.000219,0.002800,0.016263,0.002731,0.001197,0.002739,0.004759,0.000211,0.000205,0.018721,0.001795,0.000081,0.000228,0.014222,0.000822,0.000740,0.001973,0.007422,0.000799,0.000895,0.006470,0.063070,0.002950,0.000440,0.010475,0.000334,0.000635,0.000943,0.000092,0.001455,0.000398,0.003444,0.000491,0.002336,0.000545
0.000765,0.001885,0.173280,0.002191,0.000553,0.001696,0.002486,0.003365,0.000981,0.001896,0.000536,0.001661,0.005612,0.000647,0.007930,0.000747,0.001218,0.003179,0.000293,0.001019,0.006581,0.001831,0.000053,0.000769,0.001082,0.004206,0.005539,0.012119,0.002013,0.007736,0.001014,0.001327,0.000181,0.001789,0.000329,0.000400,0.003436,0.006356,0.005494,0.000725,0.001096,0.000223,0.003234,0.000373,0.001268,0.004511,0.002111,0.002392,0.000131,0.000691,0.001003,0.000063,0.002983,0.000816,0.000310,0.001357,0.000528,0.002365,0.000757,0.000227,0.000521,0.000781,0.000544,0.000731,0.006064,0.000575,0.002157,0.000460,0.001191,0.000708,0.002053,0.001614,0.000140,0.000411,0.000502,0.000453,0.002800,0.000450,0.001397,0.002864,0.002739,0.004759,0.002269,0.000430,0.003636,0.003196,0.000217,0.000973,0.131933,0.002900,0.002684,0.000481,0.003185,0.001437,0.000893,0.000137,0.000381,0.000821,0.002563,0.000201,0.001528,0.000444,0.000724,0.000149,0.001185,0.000758,0.000596,0.000294,0.000343,0.003952
0.002393,0.000931,0.000502,0.445134,0.010508,0.001562,0.002034,0.004017,0.000358,0.001030,0.000529,0.000856,0.000717,0.000739,0.005247,0.000795,0.000237,0.000920,0.000119,0.001203,0.000698,0.003020,0.000265,0.000719,0.000196,0.006705,0.005539,0.006428,0.003584,0.000588,0.021006,0.000883,0.000693,0.001492,0.007736,0.000557,0.002211,0.006356,0.005494,0.003876,0.000743,0.000298,0.001346,0.000950,0.001648,0.000706,0.005196,0.001363,0.000263,0.000413,0.001748,0.000104,0.005746,0.011485,0.000476,0.000955,0.001397,0.000366,0.003967,0.001671,0.000580,0.000175,0.000924,0.000157,0.036540,0.000123,0.001419,0.000787,0.007484,0.000825,0.000719,0.000551,0.000076,0.000042,0.001210,0.000457,0.002800,0.000173,0.000911,0.001169,0.011595,0.008998,0.000185,0.000271,0.000898,0.003817,0.000235,0.001183,0.004143,0.001426,0.001082,0.000928,0.004459,0.000534,0.000361,0.000083,0.000373,0.000711,0.000791,0.000304,0.000235,0.002401,0.004939,0.000777,0.000512,0.001273,0.001408,0.001868,0.001493,0.005489
0.024899,0.031759,0.011736,0.036863,0.138212,0.003140,0.003056,0.003365,0.001062,0.001313,0.001647,0.005657,0.000207,0.004419,0.000512,0.000216,0.066010,0.003092,0.000374,0.056886,0.000267,0.002844,0.000038,0.031880,0.000103,0.001373,0.005539,0.002989,0.026976,0.001631,0.000481,0.000792,0.000261,0.005820,0.000550,0.000130,0.003436,0.006356,0.005494,0.000164,0.062813,0.146268,0.002913,0.000673,0.001039,0.001819,0.002455,0.002241,0.002119,0.000323,0.002134,0.000172,0.047800,0.001440,0.002770,0.014416,0.000262,0.008811,0.008694,0.038317,0.007566,0.000115,0.009006,0.000215,0.006064,0.000224,0.001429,0.000632,0.001752,0.029888,0.008881,0.001998,0.000259,0.013278,0.009049,0.000617,0.002800,0.000545,0.002962,0.001757,0.002739,0.004759,0.000333,0.000214,0.000276,0.002719,0.000561,0.008166,0.005890,0.002878,0.003102,0.000663,0.013993,0.002994,0.000251,0.000501,0.000118,0.001402,0.001786,0.000058,0.001226,0.103704,0.000859,0.000500,0.001695,0.016271,0.000724,0.001424,0.000347,0.000719
0.000078,0.000246,0.000179,0.000087,0.000399,0.546415,0.007315,0.003365,0.000322,0.001624,0.001848,0.001074,0.000538,0.001226,0.001120,0.000248,0.000317,0.000619,0.000270,0.000419,0.000377,0.003279,0.000080,0.000476,0.000399,0.001086,0.005539,0.001426,0.000339,0.001233,0.000416,0.000394,0.000713,0.000442,0.000278,0.000368,0.003436,0.006356,0.005494,0.000500,0.001227,0.000226,0.000779,0.001038,0.000800,0.003386,0.001055,0.000739,0.000267,0.000243,0.001606,0.000061,0.000356,0.001539,0.000037,0.000205,0.000112,0.001094,0.000167,0.000386,0.000124,0.000396,0.000107,0.000558,0.006064,0.000241,0.005705,0.000552,0.008286,0.000447,0.001644,0.000481,0.000282,0.000114,0.000468,0.000501,0.002800,0.000173,0.004414,0.003808,0.002739,0.004759,0.000726,0.000904,0.000348,0.001038,0.000138,0.000308,0.004143,0.000792,0.001106,0.001951,0.001981,0.000907,0.000313,0.000159,0.000086,0.003567,0.001247,0.000138,0.000558,0.000912,0.000360,0.000230,0.001254,0.000148,0.001177,0.000936,0.000866,0.000625
0.000068,0.000072,0.000352,0.000120,0.000447,0.014005,0.647547,0.003365,0.000216,0.001624,0.001848,0.001074,0.000538,0.001226,0.001120,0.000248,0.000317,0.000619,0.000270,0.000419,0.001998,0.003279,0.000088,0.000085,0.000399,0.001086,0.005539,0.001426,0.000440,0.001233,0.000113,0.000601,0.000394,0.000388,0.000035,0.001137,0.003436,0.006356,0.005494,0.000500,0.001227,0.000226,0.000779,0.001038,0.000800,0.003386,0.001055,0.000739,0.000267,0.000243,0.001606,0.000061,0.000356,0.001539,0.000021,0.000205,0.000112,0.000989,0.000058,0.000920,0.000366,0.000396,0.000547,0.000558,0.006064,0.000241,0.012983,0.000570,0.005386,0.000447,0.001644,0.000481,0.000282,0.000114,0.000678,0.000501,0.002800,0.000173,0.005523,0.003808,0.002739,0.004759,0.000726,0.000904,0.000077,0.001038,0.000138,0.000308,0.004143,0.000792,0.001425,0.001951,0.001981,0.000610,0.000087,0.000159,0.000195,0.003567,0.001247,0.000138,0.000558,0.000912,0.000360,0.000230,0.001254,0.000148,0.001177,0.002002,0.000866,0.000625
0.000204,0.000277,0.000257,0.000208,0.000197,0.001453,0.001844,0.623775,0.000418,0.001624,0.001848,0.001074,0.000328,0.000624,0.003316,0.000248,0.000317,0.000619,0.000270,0.000419,0.000755,0.003279,0.000080,0.002299,0.000399,0.001086,0.002628,0.001454,0.000549,0.001233,0.000416,0.000198,0.000313,0.001346,0.000278,0.000293,0.002204,0.006356,0.005494,0.000500,0.002161,0.000226,0.000779,0.000311,0.000800,0.003386,0.001055,0.000739,0.000267,0.000243,0.001606,0.000061,0.000533,0.001539,0.000139,0.000205,0.000112,0.001094,0.000340,0.000337,0.000147,0.000396,0.000219,0.000558,0.012691,0.000241,0.004329,0.000183,0.003309,0.000447,0.001644,0.000481,0.000282,0.000256,0.000228,0.000523,0.002800,0.000173,0.003032,0.003808,0.006419,0.002919,0.000726,0.000904,0.000348,0.001038,0.000138,0.000308,0.004143,0.000792,0.001106,0.001951,0.001981,0.000907,0.000313,0.000159,0.000223,0.003567,0.001247,0.000138,0.000558,0.000912,0.000360,0.000230,0.000532,0.000220,0.001177,0.000936,0.000866,0.000625
0.001033,0.001831,0.000639,0.000430,0.000757,0.001453,0.002124,0.005685,0.029836,0.003478,0.007243,0.002575,0.002329,0.001695,0.003557,0.000185,0.000136,0.000573,0.000318,0.000799,0.004923,0.001831,0.000109,0.000413,0.000355,0.008076,0.005017,0.000451,0.000726,0.001686,0.001107,0.000653,0.000147,0.001167,0.000274,0.000297,0.001950,0.006356,0.005494,0.001060,0.004663,0.000713,0.000594,0.000454,0.004804,0.004098,0.000898,0.000671,0.000085,0.000121,0.008286,0.000171,0.000441,0.000644,0.000092,0.002107,0.000680,0.000333,0.000128,0.000125,0.001664,0.053538,0.003077,0.001962,0.029703,0.000201,0.004329,0.051177,0.003309,0.000177,0.004085,0.000322,0.000073,0.000249,0.000381,0.000321,0.002800,0.000249,0.003032,0.003808,0.029386,0.016173,0.000825,0.000092,0.005420,0.001813,0.002464,0.001052,0.012618,0.000609,0.000285,0.001951,0.001981,0.027603,0.000196,0.000073,0.000439,0.003890,0.000678,0.000524,0.000147,0.001339,0.000841,0.000202,0.000346,0.000280,0.000930,0.000661,0.000466,0.001331
0.000120,0.000168,0.000325,0.000421,0.000504,0.001453,0.001844,0.003365,0.000840,0.046411,0.000459,0.000765,0.011769,0.003295,0.001503,0.000065,0.006068,0.000619,0.002843,0.022517,0.000167,0.002619,0.000292,0.004937,0.000186,0.002903,0.012788,0.002684,0.000796,0.010334,0.000777,0.000129,0.000607,0.001330,0.000575,0.000193,0.003436,0.024852,0.010895,0.000332,0.000836,0.000251,0.000779,0.000839,0.001051,0.004514,0.090479,0.000739,0.000445,0.000063,0.000607,0.000110,0.002130,0.002810,0.000080,0.000144,0.000248,0.001206,0.000130,0.000404,0.000061,0.000224,0.000279,0.000837,0.006064,0.000265,0.004329,0.000998,0.003309,0.002381,0.001644,0.001208,0.000074,0.000390,0.000066,0.000667,0.002800,0.000153,0.003032,0.005155,0.002739,0.004759,0.000566,0.000376,0.000793,0.001780,0.000041,0.000225,0.004143,0.000792,0.001560,0.001951,0.001981,0.000635,0.000396,0.000794,0.000229,0.001753,0.001491,0.000040,0.000422,0.000844,0.000879,0.001413,0.000980,0.000310,0.001528,0.001154,0.000673,0.001549
